Id,Title,Body,Tags,CreationDate
"765161","PHP script killed by OOM killer","<p>I am trying to run a PHP script to select info from a MySQL database. Here's a simple test script:</p>

<pre><code>$link = mysqli_connect($host, $user, $password, $database) or die(""Error"" . mysqli_error($link)); 
if (!mysqli_set_charset($link, ""utf8"")) {
    printf(""Ошибка при загрузке набора символов utf8: %s\n"", mysqli_error($link));
} else { 
$encod=""encoding_ok"";
}

echo ""YO!!"";
$query =""SELECT * FROM `spravka` LIMIT 500000"";
$result = mysqli_query($link, $query) or die(""error"" . mysqli_error($link)); 
$pp=""0"";
echo ""Did select!!"";

 while($array_a = mysqli_fetch_assoc($result))

     {
$pp++;
..
}
echo $$pp;
?&gt;
</code></pre>

<p>The script is getting killed by ubuntu kernel. </p>

<p>The log shows</p>

<pre><code>Apr 29 19:03:19 55234 kernel: [ 4261.409964] Out of memory: Kill process 5043 (php) score 507 or sacrifice child
Apr 29 19:03:19 55234 kernel: [ 4261.409967] Killed process 5043 (php) total-vm:454812kB, anon-rss:273600kB, file-rss:0kB"" 
</code></pre>

<p>I checked the Id of the process <code>ps aux | grep php</code> I got a different process ID from what I see in the log for some reason but I change oom for both ... )</p>

<p>I increased memory for the PHP process </p>

<pre><code>sudo bash -c ""echo '-15' /proc/10600/oom_adj
</code></pre>

<p>Then I increased it again </p>

<pre><code>sudo bash -c ""echo '-1000' /proc/10600/oom_scope_adj
</code></pre>

<p>But it didn't help.</p>

<p>What am I doing wrong? </p>

<p>How I'm checking - I change SIZE of request to SQL by choosing LIMIT 300 000 - it's working number but LIMIT 400 000 already not on every oom_adj parameters - so it's means no changes performed... </p>

<p>I tried to reboot system - no result. </p>

<p>My system: Ubuntu 12.04 / php 5 / Mysql 512mb RAM (not much but should be good enough for one script !) </p>

<p>And small second question why I have one Proces ID from my command in shell and another one in my logfile for same program (php) ?</p>
","<mysql><php><ram>","2016-04-29 21:24:30"
"765729","Ubuntu 14.04 Google earth 64 starts initial screen appears then quits","<p>I have tried everything listed on this site. Hers is my crash log:</p>

<pre><code>Major Version 7
Minor Version 1
Build Number 0004
Build Date Mar 30 2015
Build Time 22:42:31
OS Type 3
OS Major Version 3
OS Minor Version 13
OS Build Version 0
OS Patch Version 0
Crash Signal 11
Crash Time 1462077456
Up Time 1.84002

Stacktrace from glibc:
./libgoogleearth_free.so(+0x23924c)[0x7fdeb75e424c]
./libgoogleearth_free.so(+0x2394ad)[0x7fdeb75e44ad]
/lib/x86_64-linux-gnu/libpthread.so.0(+0x10340)[0x7fdeb82b1340]
./libbase.so(_ZN5earth15GfxCardInfoUnix25GetGraphicsCardMemoryInMBERi+0xe)[0x7fdeb186754e]
/opt/google/earth/free/libevll.so(_ZN5earth4evll13VisualContext26DetectHardwareCapabilitiesEv+0x450)[0x7fdea568b250]
/opt/google/earth/free/libevll.so(_ZN5earth4evll13VisualContext11OpenContextEN3Gap3Gfx25igRenderDestinationFormatERKNS0_8InitInfoE+0x1f4)[0x7fdea568b694]
/opt/google/earth/free/libevll.so(_ZN5earth4evll13VisualContext4initERKNS0_8InitInfoE+0x123)[0x7fdea568b7f3]
/opt/google/earth/free/libevll.so(_ZN5earth4evll17RenderContextImpl4initERKNS0_8InitInfoE+0xeb)[0x7fdea5538b9b]
./librender.so(_ZN12RenderWidget6SetApiEPN5earth4evll3APIE+0x7a)[0x7fdeaed6a64a]
./librender.so(_ZN5earth6render12RenderWindow12createWidgetEv+0x17c)[0x7fdeaed5912c]
./libgoogleearth_free.so(_ZN5earth6client12ModuleWidget9showEventEP10QShowEvent+0x86)[0x7fdeb75c4956]
./libQtGui.so.4(_ZN7QWidget5eventEP6QEvent+0x599)[0x7fdeb66eb299]
./libQtGui.so.4(_ZN19QApplicationPrivate13notify_helperEP7QObjectP6QEvent+0xac)[0x7fdeb669449c]
./libQtGui.so.4(_ZN12QApplication6notifyEP7QObjectP6QEvent+0x20f)[0x7fdeb669c73f]
./libQtCore.so.4(_ZN16QCoreApplication14notifyInternalEP7QObjectP6QEvent+0x8c)[0x7fdeb49dda6c]
./libQtGui.so.4(_ZN14QWidgetPrivate11show_helperEv+0x12a)[0x7fdeb66ed2ca]
./libQtGui.so.4(_ZN14QWidgetPrivate12showChildrenEb+0xb1)[0x7fdeb66ed0e1]
./libQtGui.so.4(_ZN14QWidgetPrivate11show_helperEv+0x3f)[0x7fdeb66ed1df]
./libQtGui.so.4(_ZN7QWidget10setVisibleEb+0x1aa)[0x7fdeb66ed5da]
./libQtGui.so.4(_ZN14QWidgetPrivate12showChildrenEb+0x146)[0x7fdeb66ed176]
./libQtGui.so.4(_ZN14QWidgetPrivate11show_helperEv+0x3f)[0x7fdeb66ed1df]
./libQtGui.so.4(_ZN14QWidgetPrivate12showChildrenEb+0xb1)[0x7fdeb66ed0e1]
./libQtGui.so.4(_ZN14QWidgetPrivate11show_helperEv+0x3f)[0x7fdeb66ed1df]
./libQtGui.so.4(_ZN7QWidget10setVisibleEb+0x1aa)[0x7fdeb66ed5da]
./libQtGui.so.4(_ZN14QWidgetPrivate12showChildrenEb+0x146)[0x7fdeb66ed176]
./libQtGui.so.4(_ZN14QWidgetPrivate11show_helperEv+0x3f)[0x7fdeb66ed1df]
./libQtGui.so.4(_ZN14QWidgetPrivate12showChildrenEb+0xb1)[0x7fdeb66ed0e1]
./libQtGui.so.4(_ZN14QWidgetPrivate11show_helperEv+0x3f)[0x7fdeb66ed1df]
./libQtGui.so.4(_ZN7QWidget10setVisibleEb+0x1aa)[0x7fdeb66ed5da]
./libQtGui.so.4(_ZN14QWidgetPrivate12showChildrenEb+0x146)[0x7fdeb66ed176]
./libQtGui.so.4(_ZN14QWidgetPrivate11show_helperEv+0x3f)[0x7fdeb66ed1df]
./libQtGui.so.4(_ZN7QWidget10setVisibleEb+0x1aa)[0x7fdeb66ed5da]
./libQtGui.so.4(_ZN14QWidgetPrivate12showChildrenEb+0x146)[0x7fdeb66ed176]
./libQtGui.so.4(_ZN14QWidgetPrivate11show_helperEv+0x3f)[0x7fdeb66ed1df]
./libQtGui.so.4(_ZN7QWidget10setVisibleEb+0x1aa)[0x7fdeb66ed5da]
./libQtGui.so.4(_ZN14QWidgetPrivate12showChildrenEb+0x146)[0x7fdeb66ed176]
./libQtGui.so.4(_ZN14QWidgetPrivate11show_helperEv+0x3f)[0x7fdeb66ed1df]
./libQtGui.so.4(_ZN7QWidget10setVisibleEb+0x1aa)[0x7fdeb66ed5da]
./libQtGui.so.4(_ZN7QWidget10showNormalEv+0x3d)[0x7fdeb66dec0d]
./libgoogleearth_free.so(_ZN10MainWindow18readScreensizeInfoEv+0xbc5)[0x7fdeb75c11c5]
./libgoogleearth_free.so(_ZN5earth6client11Application12SetupMainWinENS0_3Kvw7ProductEb+0x323)[0x7fdeb766d783]
./libgoogleearth_free.so(_ZN5earth6client11Application3runEv+0x700)[0x7fdeb7674250]
./libgoogleearth_free.so(+0x238c62)[0x7fdeb75e3c62]
./libgoogleearth_free.so(earthmain+0x1dc)[0x7fdeb75e3e6c]
/lib/x86_64-linux-gnu/libc.so.6(__libc_start_main+0xf5)[0x7fdeb7bf7ec5]
./googleearth-bin[0x4008a9]
</code></pre>
","<google-earth>","2016-05-01 04:56:31"
"765874","Problem apt-get update google chrome","<p>I am using Ubuntu 16.04 and I am with this problem in <code>apt-get update</code></p>

<pre><code>W : http://dl.google.com/linux/chrome/deb/dists/stable/Release.gpg : Signature by key 4CCA1EAF950CEE4AB83976DCA040830F7FAC5991 uses weak digest algorithm ( SHA1 )
</code></pre>
","<google-chrome>","2016-05-01 12:29:20"
"916950","Script to disable mouse and keyboard","<p>I would like to create a script for my computer that let's me render it unusable for a set amount of minutes. I would like that I can have a script that when run will kill all my keyboard and mouse drivers so that I can't operate it.</p>

<p>Furthermore I would like it to ignore anything I plug in so that I can not just unplug and plug my keyboard and mouse or anything else.</p>

<p>If you have any idea on how I could implement such a thing.</p>
","<drivers><keyboard><mouse>","2017-05-19 21:39:25"
"765959","Trying to connect to the internet, no WiFi symbol in the top right","<p>Title says it all. I'm trying to connect to my WiFi network, but the WiFi icon that's supposed to be in the top right corner is no where to be seen.</p>
","<wireless><internet>","2016-05-01 16:03:21"
"840017","Ubuntu 14.04 Login Loop with additional monitor issue","<p>I appear to be having a relatively common login loop error as described here <a href=""https://askubuntu.com/questions/223501/ubuntu-gets-stuck-in-a-login-loop?noredirect=1&amp;lq=1"">Ubuntu gets stuck in a login loop</a>. In brief, after an login attempt, the screen blacks out for about 5 seconds, and returns to the login screen</p>

<p>I am aware there are a variety of solutions to this problem, which are often resolved with editing the <code>.Xauthority</code> file. However, all of these solutions start with logging into the shell e.g. Ctrl + Alt + F3. When I attempt to log in to the shell, the monitor immediately goes idle. If I cycle through using Alt + ->, I can return to the normal login screen after a couple of goes.</p>

<p>I suspect the shell login screen is for whatever reason being output to a different non-existent screen. I am using a macmini 2011 with VGA output. Can anyone offer any solutions? </p>
","<14.04><login><multiple-monitors><lightdm>","2016-10-21 09:52:30"
"766023","Display Current branch name in ubuntu terminal","<p>I have followed the steps given in the accepted answer in this question - <a href=""https://askubuntu.com/questions/249174/prepend-current-git-branch-in-terminal"">Prepend current git branch in terminal</a>. But even after adding following code to <code>.bashrc</code> and restarting the laptop, I do not see the branch name in terminal. Am I missing something? Do I have to somehow specify in the code as to whats the name of the repo root folder?</p>

<pre><code>parse_git_branch() {
 git branch 2&gt; /dev/null | sed -e '/^[^*]/d' -e 's/* \(.*\)/(\1)/'
}
PS1=""${debian_chroot:+($debian_chroot)}\u@\h:\w\$(parse_git_branch) $""
</code></pre>
","<14.04><command-line><repository><git>","2016-05-01 18:44:28"
"766112","Cannot tell ubuntu use python3.4 instead of 2.7","<p>I tried this <a href=""https://askubuntu.com/questions/528009/how-to-tell-ubuntu-to-use-python-3-4-instead-of-2-7"">how to tell ubuntu to use python 3.4 instead of 2.7?</a> but nothing..
I have a problem with the nonlocal</p>

<p>This is my code:</p>

<pre><code>x = 50   
def func_outer():  
     x=2  
     print('x is '), x

     def func_inner():
        nonlocal x
        x=5
    func_inner()
    print('the local x changed to '),x

=&gt;

    nonlocal x
             ^
SyntaxError: invalid syntax
</code></pre>

<p>Do you know how to change it to python 2.7 or any alternative about nonlocal?</p>
","<command-line><gnome-terminal>","2016-05-01 22:37:48"
"917472","Trying to install League of legends on play on linux but crashes when i attempt to install","<p>Running On linux verson</p>

<pre><code>Distributor ID: Ubuntu
Description:    Ubuntu 16.04.2 LTS
Release:    16.04
Codename:   xenial
</code></pre>

<p>Hello I have been trying to install League on play on linux but no matter what I do I always crash the wizard. I am fairly new to linux so be sure to ask if i missed anything. This crash happens immediately after I hit North America then next. </p>

<p>Here is the crash log:</p>

<pre><code>Error in POL_System_wget
POL_System_wget failed: Server issued an error response
--2017-05-21 11:09:01-- http://l3cdn.riotgames.com/Installer/SingleFileInstall/LeagueOfLegendsBaseNA.exe
Resolving l3cdn.riotgames.com (l3cdn.riotgames.com)... 209.197.3.7
Connecting to l3cdn.riotgames.com (l3cdn.riotgames.com)|209.197.3.7|:80... connected.
HTTP request sent, awaiting response... 403 Forbidden
2017-05-21 11:09:02 ERROR 403: Forbidden.
</code></pre>
","<wine><playonlinux>","2017-05-21 17:11:02"
"766358","Can't install aptitude on Ubuntu Gnome 16.04 LTS","<p>Where I try to install aptitude, i get this:</p>

<pre><code>Reading package lists... Done
Building dependency tree       
Reading state information... Done
You might want to run 'apt-get -f install' to correct these:
The following packages have unmet dependencies:
 aptitude : Depends: aptitude-common (= 0.7.4-2ubuntu2) but it is not going to be installed
            Depends: libcwidget3v5 but it is not going to be installed
 google-chrome-stable : Depends: libappindicator1 but it is not going to be installed
 virtualbox-5.0 : Depends: libqt4-opengl (&gt;= 4:4.7.2) but it is not going to be installed
                  Depends: libqtcore4 (&gt;= 4:4.8.0) but it is not going to be installed
                  Depends: libqtgui4 (&gt;= 4:4.8.0) but it is not going to be installed
                  Recommends: libsdl-ttf2.0-0 but it is not going to be installed
                  Recommends: dkms but it is not going to be installed
 vivaldi-stable : Depends: libappindicator1 but it is not going to be installed
                  Recommends: pepperflashplugin-nonfree but it is not going to be installed
                  Recommends: chromium-codecs-ffmpeg-extra but it is not going to be installed
E: Unmet dependencies. Try 'apt-get -f install' with no packages (or specify a solution). 
</code></pre>
","<apt><package-management><dependencies><repository>","2016-05-02 12:49:41"
"840844","I'm on ubuntu 16.04 and, I installed xampp","<p>When I'm trying to create file I'm getting this message
<code>
    Warning: fopen(""file.txt"",""w""): failed to open stream: Permission denied in /opt/lampp/htdocs/first/global.php on line 4 error
</code></p>

<p>How can i fix this? </p>
","<xampp>","2016-10-23 14:54:00"
"840878","OSError: [Errno 2] No such file or directory on Ubuntu 16.04","<p>Using Ubuntu, am trying to use the scikit-learn examples with this snippet:</p>

<pre><code>#!/usr/bin/env python
# -*- coding: utf-8 -*-
"""""" Examples of reading texts files and classifying them
""""""
from __future__ import division
import datetime
import sklearn.datasets

time1 = datetime.datetime.now()
##from sklearn.datasets import fetch_20newsgroups
######## Reading text files
rootPath = r""/Home/web2py/corpus/20news-18828/""
</code></pre>

<p>However, I got this error:</p>

<pre><code>File ""/usr/local/lib/python2.7/dist-packages/sklearn/datasets/base.py"", line 201, in load_files
    folders = [f for f in sorted(listdir(container_path))
OSError: [Errno 2] No such file or directory: '/Home/web2py/corpus/20news-18828/
</code></pre>

<p>I am ery new to Ubuntu and scikit-learn stuff. What could be the issue/error and how do I get it solved.?</p>
","<python-2.7>","2016-10-23 16:03:19"
"917910","I want to setup LAMP on ubuntu, but i cant without java","<p>Apparently, apache2 requires java. With the new java updates, I cannot get java 7 even though it requires this. How can I fix this? </p>

<pre><code>$ sudo apt-get install apache2
Reading package lists... Done
Building dependency tree       
Reading state information... Done
The following additional packages will be installed:
  apache2-bin apache2-data apache2-utils libapr1 libaprutil1
  libaprutil1-dbd-sqlite3 libaprutil1-ldap liblua5.1-0
Suggested packages:
  apache2-doc apache2-suexec-pristine | apache2-suexec-custom
The following NEW packages will be installed:
  apache2 apache2-bin apache2-data apache2-utils libapr1 libaprutil1
  libaprutil1-dbd-sqlite3 libaprutil1-ldap liblua5.1-0
0 upgraded, 9 newly installed, 0 to remove and 409 not upgraded.
1 not fully installed or removed.
Need to get 1,541 kB of archives.
After this operation, 6,365 kB of additional disk space will be used.
Do you want to continue? [Y/n] y
Get:1 http://us.archive.ubuntu.com/ubuntu xenial/main amd64 libapr1 amd64 1.5.2-3 [86.0 kB]
Get:2 http://us.archive.ubuntu.com/ubuntu xenial/main amd64 libaprutil1 amd64 1.5.4-1build1 [77.1 kB]
Get:3 http://us.archive.ubuntu.com/ubuntu xenial/main amd64 libaprutil1-dbd-sqlite3 amd64 1.5.4-1build1 [10.6 kB]
Get:4 http://us.archive.ubuntu.com/ubuntu xenial/main amd64 libaprutil1-ldap amd64 1.5.4-1build1 [8,720 B]
Get:5 http://us.archive.ubuntu.com/ubuntu xenial/main amd64 liblua5.1-0 amd64 5.1.5-8ubuntu1 [102 kB]
Get:6 http://us.archive.ubuntu.com/ubuntu xenial-updates/main amd64 apache2-bin amd64 2.4.18-2ubuntu3.2 [926 kB]
Get:7 http://us.archive.ubuntu.com/ubuntu xenial-updates/main amd64 apache2-utils amd64 2.4.18-2ubuntu3.2 [81.7 kB]
Get:8 http://us.archive.ubuntu.com/ubuntu xenial-updates/main amd64 apache2-data all 2.4.18-2ubuntu3.2 [162 kB]
Get:9 http://us.archive.ubuntu.com/ubuntu xenial-updates/main amd64 apache2 amd64 2.4.18-2ubuntu3.2 [86.7 kB]
Fetched 1,541 kB in 0s (1,789 kB/s)
Selecting previously unselected package libapr1:amd64.
(Reading database ... 178242 files and directories currently installed.)
Preparing to unpack .../libapr1_1.5.2-3_amd64.deb ...
Unpacking libapr1:amd64 (1.5.2-3) ...
Selecting previously unselected package libaprutil1:amd64.
Preparing to unpack .../libaprutil1_1.5.4-1build1_amd64.deb ...
Unpacking libaprutil1:amd64 (1.5.4-1build1) ...
Selecting previously unselected package libaprutil1-dbd-sqlite3:amd64.
Preparing to unpack .../libaprutil1-dbd-sqlite3_1.5.4-1build1_amd64.deb ...
Unpacking libaprutil1-dbd-sqlite3:amd64 (1.5.4-1build1) ...
Selecting previously unselected package libaprutil1-ldap:amd64.
Preparing to unpack .../libaprutil1-ldap_1.5.4-1build1_amd64.deb ...
Unpacking libaprutil1-ldap:amd64 (1.5.4-1build1) ...
Selecting previously unselected package liblua5.1-0:amd64.
Preparing to unpack .../liblua5.1-0_5.1.5-8ubuntu1_amd64.deb ...
Unpacking liblua5.1-0:amd64 (5.1.5-8ubuntu1) ...
Selecting previously unselected package apache2-bin.
Preparing to unpack .../apache2-bin_2.4.18-2ubuntu3.2_amd64.deb ...
Unpacking apache2-bin (2.4.18-2ubuntu3.2) ...
Selecting previously unselected package apache2-utils.
Preparing to unpack .../apache2-utils_2.4.18-2ubuntu3.2_amd64.deb ...
Unpacking apache2-utils (2.4.18-2ubuntu3.2) ...
Selecting previously unselected package apache2-data.
Preparing to unpack .../apache2-data_2.4.18-2ubuntu3.2_all.deb ...
Unpacking apache2-data (2.4.18-2ubuntu3.2) ...
Selecting previously unselected package apache2.
Preparing to unpack .../apache2_2.4.18-2ubuntu3.2_amd64.deb ...
Unpacking apache2 (2.4.18-2ubuntu3.2) ...
Processing triggers for libc-bin (2.23-0ubuntu3) ...
Processing triggers for man-db (2.7.5-1) ...
Processing triggers for systemd (229-4ubuntu7) ...
Processing triggers for ureadahead (0.100.0-19) ...
ureadahead will be reprofiled on next reboot
Processing triggers for ufw (0.35-0ubuntu2) ...
Setting up oracle-java7-installer (7u80+7u60arm-0~webupd8~1) ...
Downloading Oracle Java 7...
--2017-05-22 19:48:53--  http://download.oracle.com/otn-pub/java/jdk/7u80-b15/jdk-7u80-linux-x64.tar.gz
Resolving download.oracle.com (download.oracle.com)... 23.215.133.9, 23.215.133.64
Connecting to download.oracle.com (download.oracle.com)|23.215.133.9|:80... connected.
HTTP request sent, awaiting response... 302 Moved Temporarily
Location: https://edelivery.oracle.com/otn-pub/java/jdk/7u80-b15/jdk-7u80-linux-x64.tar.gz [following]
--2017-05-22 19:48:54--  https://edelivery.oracle.com/otn-pub/java/jdk/7u80-b15/jdk-7u80-linux-x64.tar.gz
Resolving edelivery.oracle.com (edelivery.oracle.com)... 2600:1408:9000:18b::2d3e, 2600:1408:9000:188::2d3e, 23.218.73.128
Connecting to edelivery.oracle.com (edelivery.oracle.com)|2600:1408:9000:18b::2d3e|:443... connected.
HTTP request sent, awaiting response... 302 Moved Temporarily
Location: http://download.oracle.com/otn-pub/java/jdk/7u80-b15/jdk-7u80-linux-x64.tar.gz?AuthParam=1495497054_20e1c712e565721706307569db286e07 [following]
--2017-05-22 19:48:54--  http://download.oracle.com/otn-pub/java/jdk/7u80-b15/jdk-7u80-linux-x64.tar.gz?AuthParam=1495497054_20e1c712e565721706307569db286e07
Connecting to download.oracle.com (download.oracle.com)|23.215.133.9|:80... connected.
HTTP request sent, awaiting response... 404 Not Found
2017-05-22 19:48:55 ERROR 404: Not Found.

download failed
Oracle JDK 7 is NOT installed.
dpkg: error processing package oracle-java7-installer (--configure):
 subprocess installed post-installation script returned error exit status 1
Setting up libapr1:amd64 (1.5.2-3) ...
Setting up libaprutil1:amd64 (1.5.4-1build1) ...
Setting up libaprutil1-dbd-sqlite3:amd64 (1.5.4-1build1) ...
Setting up libaprutil1-ldap:amd64 (1.5.4-1build1) ...
Setting up liblua5.1-0:amd64 (5.1.5-8ubuntu1) ...
Setting up apache2-bin (2.4.18-2ubuntu3.2) ...
Setting up apache2-utils (2.4.18-2ubuntu3.2) ...
Setting up apache2-data (2.4.18-2ubuntu3.2) ...
Setting up apache2 (2.4.18-2ubuntu3.2) ...
Enabling module mpm_event.
Enabling module authz_core.
Enabling module authz_host.
Enabling module authn_core.
Enabling module auth_basic.
Enabling module access_compat.
Enabling module authn_file.
Enabling module authz_user.
Enabling module alias.
Enabling module dir.
Enabling module autoindex.
Enabling module env.
Enabling module mime.
Enabling module negotiation.
Enabling module setenvif.
Enabling module filter.
Enabling module deflate.
Enabling module status.
Enabling conf charset.
Enabling conf localized-error-pages.
Enabling conf other-vhosts-access-log.
Enabling conf security.
Enabling conf serve-cgi-bin.
Enabling site 000-default.
Processing triggers for libc-bin (2.23-0ubuntu3) ...
Processing triggers for systemd (229-4ubuntu7) ...
Processing triggers for ureadahead (0.100.0-19) ...
Processing triggers for ufw (0.35-0ubuntu2) ...
Errors were encountered while processing:
 oracle-java7-installer
E: Sub-process /usr/bin/dpkg returned an error code (1)
</code></pre>
","<software-installation><apache2><java>","2017-05-22 23:52:08"
"917974","PulseAudio default source changing for Kazam","<p>I have a strange issue with Pulse Audio Volume Control, when i start recording with Kazam, the following happens:</p>

<p><kbd>Ctrl</kbd>+<kbd>Super</kbd>+<kbd>R</kbd> (Recording Started on Kazam)</p>

<p><img src=""https://i.sstatic.net/DOZTs.png"" alt=""""></p>

<p>The default recording device is Built-in Audio Analog Stereo, but i want it permanently to be Headset H340 Analog Stereo, which shows in the drop down and i have to select it repeatedly to change to H340 headset microphone. Please can anyone solve this issue. It was working fine before but do not know what caused it to break.</p>
","<pulseaudio>","2017-05-23 05:36:06"
